Sr No.,Utterance,speaker,emotion,Sentiment,dialogue_id,Utterance_ID,Season,Episode,StartTime,EndTime,orig_dialogue_id,utterance_de_deepl
2594,and then also umm i d be far away in the sea,Ross,anger,negative,255,6,8,22,"00:01:45,802","00:01:49,556",256,"Und dann wäre ich auch, ähm, weit weg im Meer."
2595,god i have never been so uncomfortable in my entire life,Rachel,joy,positive,255,7,8,22,"00:02:04,404","00:02:09,659",256,Oh Gott. Ich habe mich in meinem ganzen Leben noch nie so unwohl gefühlt!
2596,oh i know i ve been there i remember toward the end,Phoebe,neutral,neutral,255,8,8,22,"00:02:09,909","00:02:12,287",256,"Oh, ich weiß, das habe ich auch schon erlebt. Ich erinnere mich gegen Ende"
2597,oh phoebe that s a great story,Rachel,neutral,neutral,255,9,8,22,"0:02:12,453","0:02:13,955",256,"Oh Phoebe, das ist eine tolle Geschichte."
2598,can you tell it to me when you re getting me some iced tea,Rachel,sadness,negative,255,10,8,22,"0:02:13,955","0:02:16,500",256,"Kannst du sie mir erzählen, wenn du mir einen Eistee holst?"
2599,oh god get out,Rachel,anger,negative,255,11,8,22,"0:02:20,295","0:02:21,630",256,"Oh Gott, verschwinde!"
2600,get out,Rachel,anger,negative,255,12,8,22,"0:02:21,630","0:02:22,262",256,Raus hier!
2601,get out,Rachel,anger,negative,255,13,8,22,"0:02:22,262","0:02:23,013",256,Raus hier!
2602,get out,Rachel,anger,negative,255,14,8,22,"0:02:23,013","0:02:24,597",256,Raus hier!
2604,let s,Chandler,neutral,neutral,255,15,8,22,"00:02:26,467","00:02:28,636",256,Los geht's.
2605,all right i know i know yeah it ll be okay,Joey,joy,positive,256,0,8,12,"00:20:39,821","00:20:47,286",257,"Alles klar, ich weiß! Ja, ich weiß. Ja, es wird alles gut."
2606,oh my god what s he gonna do now,Rachel,fear,negative,256,1,8,12,"0:20:47,537","0:20:50,165",257,Oh mein Gott. Was wird er jetzt tun?
2607,i can t watch,Rachel,fear,negative,256,2,8,12,"0:20:50,165","0:20:51,542",257,Ich kann nicht hinsehen!
2608,oh,Rachel,neutral,neutral,256,3,8,12,"0:20:51,542","0:20:51,685",257,Oh...
2609,seriously how can you watch this,Rachel,sadness,negative,256,4,8,12,"0:20:54,586","0:20:57,798",257,"Ernsthaft, wie kannst du dir das ansehen?"
2610,aren t you scared,Rachel,fear,negative,256,5,8,12,"0:20:57,798","0:20:57,936",257,Hast du keine Angst?
2611,terrified,Joey,fear,negative,256,6,8,12,"00:21:01,969","00:21:04,011",257,Ich habe Angst.
2612,oh-hey-hey-hey there you are,Chandler,joy,positive,257,0,5,3,"00:07:17,311","00:07:18,854",258,Oh-hey-hey-hey! Da bist du ja!
2613,umm listen there s something i think you should know,Monica,neutral,neutral,257,1,5,3,"00:07:19,021","00:07:21,523",258,"Ähm, hör zu, es gibt da etwas, das du wissen solltest."
2614,oh is this about you-you dating the nurse,Chandler,surprise,positive,257,2,5,3,"00:07:21,732","00:07:24,734",258,"Oh, geht es darum, dass du mit der Krankenschwester ausgehst?"
2615,yeah joey already told me and i am so-so fine,Chandler,neutral,neutral,257,3,5,3,"00:07:21,732","00:07:28,613",258,"Ja, Joey hat es mir schon erzählt, und mir geht es so-o gut."
2616,i mean you and i we re just y know we re nothing we re goofin around,Chandler,neutral,neutral,257,4,5,3,"00:07:24,986","00:07:28,613",258,"Ich meine, du und ich, wir sind nur, du weißt schon, wir sind nichts, wir albern herum."
2617,umm actually i was about to tell you that i was i was going to get out of it but hey if we re just goofing around then uh maybe i,Monica,neutral,neutral,257,5,5,3,"00:07:28,781","00:07:42,085",258,"Ähm, eigentlich wollte ich dir sagen, dass ich, dass ich aussteigen wollte, aber hey, wenn wir nur rumblödeln, dann, äh, kann ich vielleicht"
2618,fine maybe i will too,Chandler,joy,positive,257,6,5,3,"00:07:42,295","00:07:44,379",258,Na schön! Vielleicht werde ich das auch!
2619,well it was quite large i-i-i-i-i had to throw most of it away,Dr. Leedbetter,fear,negative,258,0,5,9,"00:13:22,676","00:13:26,095",259,"Nun, es war ziemlich groß. Ich musste das meiste davon wegwerfen."
2620,you-you-you-you threw my sandwich away,Ross,fear,negative,258,1,5,9,"00:13:28,098","00:13:30,850",259,Du... du... du... du hast mein Sandwich weggeworfen!
2621,my sandwich,Ross,anger,negative,258,2,5,9,"0:13:31,977","0:13:34,105",259,MEIN SANDWICH?!!!
2622,my sandwich,Ross,anger,negative,258,3,5,9,"0:13:34,105","0:13:36,303",259,MEIN SANDWICH?!!!
2623,what s the matter pheebs,Joey,neutral,neutral,259,0,3,25,"00:14:19,692","00:14:21,109",260,"Was ist los, Pheebs?"
2624,she cancelled my namesake cancelled on me,Phoebe,anger,negative,259,1,3,25,"00:14:21,277","00:14:23,736",260,Sie hat abgesagt! Meine Namensvetterin hat mir abgesagt!
2625,what,Joey,surprise,negative,259,2,3,25,"0:14:23,904","0:14:26,496",260,Was?!
2626,yeah she clamed she had to go out of town suddenly,Phoebe,sadness,negative,259,3,3,25,"0:14:26,496","0:14:26,636",260,"Ja, sie hat gesagt, sie muss plötzlich die Stadt verlassen."
2627,she s avoiding me she doesn t want to tell me where my father is,Phoebe,sadness,negative,259,4,3,25,"00:14:26,740","00:14:30,118",260,"Sie geht mir aus dem Weg, sie will mir nicht sagen, wo mein Vater ist."
2628,she knows and she won t tell me,Phoebe,sadness,negative,259,5,3,25,"00:14:30,286","00:14:31,536",260,"Sie weiß es, und sie will es mir nicht sagen."
2629,aww pheebs that sucks,Rachel,sadness,negative,259,6,3,25,"00:14:31,704","00:14:33,872",260,"Oh, Pheebs, das ist scheiße!"
2630,yeah well don t aww pheebs that sucks me yet,Phoebe,sadness,negative,259,7,3,25,"00:14:31,704","00:14:38,751",260,"Ja, nun, nicht ""Aww Pheebs, das nervt!"" mich noch."
2631,where ya going,Chandler,neutral,neutral,259,8,3,25,"00:14:38,919","00:14:40,962",260,Wo gehst du hin?
2632,well she s out of town so there s gotta be something in her house that tells me where my father is,Phoebe,neutral,neutral,259,9,3,25,"00:14:38,919","00:14:44,507",260,"Sie ist nicht in der Stadt, also muss es etwas in ihrem Haus geben, das mir sagt, wo mein Vater ist."
2633,uh pheebs some people call that breaking and entering,Ross,fear,negative,259,10,3,25,"00:14:44,675","00:14:47,927",260,"Manche Leute nennen das ""Einbruch""."
2634,well are any of those people here,Phoebe,anger,negative,259,11,3,25,"00:14:48,095","00:14:51,222",260,"Nun, ist einer von diesen Leuten hier?!"
2635,oh my god so do i,Phoebe,surprise,positive,260,0,4,1,"00:19:06,395","00:19:07,854",261,"Oh mein Gott, ich auch!"
2636,i knew it wow,Phoebe Sr.,surprise,positive,260,1,4,1,"00:19:08,021","00:19:10,064",261,"Ich wusste es, wow!!"
2637,wait-wait-wait wait puppies cute or ugly,Phoebe,neutral,neutral,260,2,4,1,"00:19:10,232","00:19:12,108",261,"Warte, warte, warte, warte! Welpen. Niedlich oder hässlich?"
2638,ohh so cute,Phoebe Sr.,joy,positive,260,3,4,1,"00:19:12,276","00:19:14,318",261,"Ohh, so süß."
2639,uh-huh well but umm still i m-i m mad at you,Phoebe,anger,negative,260,4,4,1,"00:19:14,486","00:19:19,866",261,"Uh-huh, gut! Aber, ähm, ich bin immer noch sauer auf dich."
2640,i know i m mad at me too,Phoebe Sr.,anger,negative,260,5,4,1,"00:19:20,242","00:19:24,579",261,"Ja, ich weiß. Ich bin auch sauer auf mich."
2641,well umm do you wanna get something to eat i m kinda hungry,Phoebe,neutral,neutral,260,6,4,1,"00:19:26,248","00:19:30,585",261,"Nun, ähm, willst du etwas essen gehen? Ich bin irgendwie hungrig."
2642,hey me too,Phoebe Sr.,surprise,positive,260,7,4,1,"00:19:30,752","00:19:32,545",261,Hey! Ich auch!
2643,all right stop it now you re just doing it to freak me out,Phoebe,sadness,negative,260,8,4,1,"00:19:32,713","00:19:35,965",261,"Alles klar, hör auf damit. Jetzt tust du das nur, um mich wütend zu machen."
2644,ok you can do this,Phoebe,neutral,neutral,261,0,1,5,"0:15:19,710","0:15:20,932",262,"Ok, du schaffst das."
2645,it s just like pulling off a band-aid,Phoebe,neutral,neutral,261,1,1,5,"0:15:20,932","0:15:22,719",262,Es ist genau wie das Abziehen eines Pflasters.
2646,just do it really fast and then the wound is exposed,Phoebe,neutral,neutral,261,2,1,5,"00:15:22,922","00:15:26,925",262,"Mach es einfach ganz schnell, und dann liegt die Wunde frei."
2647,janice hi janice ok here we go i don t think we should go out anymore janice,Chandler,sadness,negative,261,3,1,5,"0:15:27,176","0:15:42,448",262,"Janice. Hi, Janice. Ok, los geht's. Ich glaube, wir sollten nicht mehr rausgehen. Janice."
2648,all right well there you go stop it stop it stop it,Janice,anger,negative,261,4,1,5,"0:15:42,448","0:15:42,793",262,"Ja, gut. Na also, geht doch. Hör auf, hör auf, hör auf."
2649,oh my god that guy at the counter is totally checking you out,Phoebe,surprise,positive,262,0,7,18,"00:04:01,658","00:04:05,327",263,"Oh, mein Gott! Der Kerl an der Theke ist total checkt Sie aus!"
2650,really my god he s really cute,Monica,surprise,positive,262,1,7,18,"00:04:01,658","00:04:07,496",263,"Echt jetzt? Mein Gott, er ist wirklich süß."
2651,go for it,Phoebe,neutral,neutral,262,2,7,18,"00:04:07,664","00:04:11,291",263,"Na los, mach schon."
2652,phoebe i m engaged,Monica,surprise,positive,262,3,7,18,"00:04:12,210","00:04:13,961",263,"Phoebe, ich bin verlobt!"
2653,i m just saying get his number just in case,Phoebe,neutral,neutral,262,4,7,18,"00:04:14,128","00:04:16,797",263,"Ich sage ja nur, dass du dir seine Nummer besorgen sollst, nur für den Fall."
2654,but no: chandler is in an accident and can t perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill,Phoebe,neutral,neutral,262,5,7,18,"00:04:22,720","00:04:33,063",263,"Aber nein: Chandler hat einen Unfall und kann sexuell nicht auftreten und er würde wollen, dass du dir eine Geliebte nimmst, um die Bedürfnisse zu befriedigen, die er nicht mehr erfüllen kann."
2655,op can i just tell you something very flattered but umm i m engaged,Monica,joy,positive,262,6,7,18,"00:04:33,231","00:04:42,197",263,"Op, darf ich dir was sagen? Ich fühle mich sehr geschmeichelt, aber, ähm, ich bin verlobt."
2656,well you should be embarrassed,Monica,disgust,negative,262,7,7,18,"00:04:47,745","00:04:49,705",263,"Nun, das sollte Ihnen peinlich sein."
2657,i did but that was really fun,Phoebe,joy,positive,262,8,7,18,"00:04:53,251","00:04:58,005",263,"Das habe ich, aber das war wirklich lustig."
2658,hey,Chandler,neutral,neutral,263,0,6,17,"00:09:26,732","00:09:27,816",264,Hey!
2659,chandler i sensed it was you,Ross,neutral,neutral,263,1,6,17,"00:09:27,984","00:09:33,655",264,"Chandler. Ich habe gespürt, dass du es bist."
2660,what,Chandler,surprise,negative,263,2,6,17,"00:09:35,491","00:09:36,992",264,Was?!
2661,unagi i m always aware,Ross,neutral,neutral,263,3,6,17,"00:09:37,660","00:09:41,705",264,Unagi. Ich bin immer bewusst.
2662,okay are you aware unagi is an eel,Chandler,joy,positive,263,4,6,17,"00:09:41,872","00:09:44,833",264,"Okay, sind Sie sich bewusst, Unagi ist ein Aal?"
2663,what s up,Ross,neutral,neutral,263,5,6,17,"0:09:46,711","0:09:47,383",264,Was gibt's?
2664,i can t figure out what to make monica,Chandler,neutral,neutral,263,6,6,17,"0:09:47,383","0:09:49,507",264,"Ich kann nicht herausfinden, was zu machen Monica."
2665,oh why don t you make her one of your little jokes,Ross,anger,negative,263,7,6,17,"00:09:49,630","00:09:52,048",264,"Oh, warum nicht Sie ihr einen Ihrer kleinen Witze zu machen."
2666,i m going crazy okay do you have any thing around here that looks homemade,Chandler,fear,negative,263,8,6,17,"00:09:52,216","00:09:56,219",264,"Ich bin verrückt geworden! Okay? Haben Sie etwas hier, dass sieht hausgemacht?"
2667,y know what,Ross,neutral,neutral,263,9,6,17,"0:09:57,096","0:09:57,938",264,Weißt du was?
2668,she d-she d love this,Ross,neutral,neutral,263,10,6,17,"0:09:57,938","0:09:59,785",264,Sie würde das lieben.
2669,uh it s an exact replica of apollo 8,Ross,neutral,neutral,263,11,6,17,"0:09:59,890","0:10:02,018",264,Es ist eine exakte Nachbildung von Apollo 8.
2670,i made it in the sixth grade,Ross,neutral,neutral,263,12,6,17,"0:10:02,018","0:10:03,374",264,Ich habe es in der sechsten Klasse gemacht.
2671,yeah i guess i could use that i could say that your love sends me to the moon,Chandler,neutral,neutral,263,13,6,17,"00:10:04,645","00:10:08,273",264,"Ja, ich schätze, das könnte ich gebrauchen. Ich könnte sagen, dass deine Liebe mich auf den Mond schickt."
2672,yeah-yeah except apollo 8 didn t actually land on the moon,Ross,neutral,neutral,263,14,6,17,"00:10:08,441","00:10:11,651",264,"Ja, ja, nur dass die Apollo 8 nicht wirklich auf dem Mond gelandet ist."
2673,but you-you-you could write that umm your love lets me orbit the moon twice and return safely,Ross,joy,positive,263,15,6,17,"00:10:13,154","00:10:18,199",264,"Aber du... du... du könntest schreiben, dass ähm, deine Liebe mich zweimal den Mond umkreisen lässt und sicher zurückkehrt."
2674,wait a minute i can t give this to her,Chandler,neutral,neutral,263,16,6,17,"00:10:19,577","00:10:21,036",264,"Warte mal, ich kann ihr das nicht geben."
2675,why not,Ross,neutral,neutral,263,17,6,17,"00:10:21,245","00:10:24,205",264,Warum denn nicht?
2676,because it says captain ross on the side and i hate monica on the bottom,Chandler,neutral,neutral,263,18,6,17,"00:10:26,083","00:10:28,960",264,"Weil auf der Seite ""Captain Ross"" steht und auf der Unterseite ""Ich hasse Monica""."
2681,oh oh i just cannot believe clark stood me up,Janice,anger,negative,264,0,7,7,"00:11:43,703","00:11:47,372",265,"Oh. Oh, ich kann einfach nicht glauben, dass Clark mich versetzt hat."
2682,he might still show up,Monica,neutral,neutral,264,1,7,7,"00:11:47,832","00:11:49,082",265,Vielleicht taucht er ja noch auf.
2683,oh what are you stupid it s been three hours,Janice,anger,negative,264,2,7,7,"00:11:49,291","00:11:55,338",265,"Oh, was bist du, dumm? Es sind schon 3 Stunden vergangen."
2684,is that all,Monica,neutral,neutral,264,3,7,7,"00:11:51,877","00:11:55,338",265,Ist das alles?
2685,i should just go on to happier things okay umm why don t you tell about your lovely wedding,Janice,sadness,negative,264,4,7,7,"00:11:56,298","00:12:02,679",265,"Ich sollte einfach zu glücklicheren Dingen übergehen, okay? Ähm, warum erzählt ihr nicht von eurer schönen Hochzeit?"
2686,well actually uh there was something we wanted to tell you about the wedding,Chandler,neutral,neutral,265,0,7,1,"00:12:02,888","00:12:07,684",266,"Nun, eigentlich, ähm, wollten wir dir etwas über die Hochzeit erzählen."
2687,um it s going to be a small ceremony,Chandler,neutral,neutral,266,0,7,3,"00:12:07,935","00:12:11,187",267,"Ähm, es wird eine kleine Zeremonie sein."
2688,uh tiny,Chandler,surprise,negative,267,0,7,1,"00:12:11,439","00:12:13,314",268,"Äh, winzig!"
2689,we re not even sure why we re having it,Chandler,neutral,neutral,267,1,7,1,"00:12:14,150","00:12:17,152",268,"Wir sind uns nicht mal sicher, warum wir sie abhalten."
2690,it s actually going to be just family,Monica,neutral,neutral,268,0,7,7,"00:12:17,737","00:12:20,905",269,Es wird eigentlich nur für die Familie sein.
2691,oh wait you two think of me as family oh i have to ask you something now and be honest do you want me to sing,Janice,surprise,negative,268,1,7,7,"00:12:26,871","00:12:41,259",269,"Oh, wartet, ihr zwei denkt, ich gehöre zur Familie?! Oh, ich muss euch jetzt etwas fragen und ehrlich sein; wollt ihr, dass ich singe"
2692,come here to me no-no you come here to me,Ross,neutral,neutral,269,0,5,16,"00:15:20,502","00:15:25,924",270,"Komm her zu mir. Nein, nein, du kommst her zu mir."
2693,hey ross i brought reinforcements,Rachel,joy,positive,269,1,5,16,"00:15:27,072","00:15:32,513",270,Hey Ross! Ich habe Verstärkung mitgebracht.
2694,oh great what you brought joey,Ross,joy,positive,269,2,5,16,"00:15:29,470","00:15:32,513",270,"Oh, toll! Was, Sie brachte Joey?"
2695,well i brought the next best thing,Rachel,neutral,neutral,269,3,5,16,"00:15:32,765","00:15:34,223",270,"Nun, ich brachte die nächste beste Sache."
2696,whoa y know what katie i gotta tell ya i-i-i-i think you are the one who is too much,Rachel,surprise,positive,270,0,5,15,"00:14:55,561","00:15:03,484",271,"Whoa! Weißt du was, Katie? Ich muss dir sagen, dass ich glaube, dass du derjenige bist, der zu viel ist."
2697,ohh joey has the nicest friends,Katie,joy,positive,270,1,5,15,"00:15:06,322","00:15:08,656",271,"Ohh, Joey hat die nettesten Freunde!"
2698,ohh and the nicest girlfriend,Rachel,joy,positive,270,2,5,15,"00:15:09,450","00:15:11,910",271,"Ohh, und die netteste Freundin!"
2699,you re so sweet,Katie,joy,positive,270,3,5,15,"0:15:13,871","0:15:14,343",271,Du bist so süß!
2700,ohh you re so sweet,Rachel,joy,positive,270,4,5,15,"0:15:14,343","0:15:15,387",271,"Ohh, du bist so süß!"
2701,oww joey she just kicked me,Katie,surprise,negative,270,5,5,15,"00:15:24,298","00:15:27,842",271,"Oww!!!! Joey, sie hat mich gerade getreten."
2702,huh,Joey,neutral,neutral,270,6,5,15,"00:15:28,093","00:15:29,677",271,Huh?
2703,well aren t you gonna do something,Katie,neutral,neutral,270,7,5,15,"00:15:32,723","00:15:35,224",271,Und? Willst du nicht etwas tun?
2704,uhh,Joey,neutral,neutral,270,8,5,15,"00:15:35,559","00:15:36,601",271,"Äh,"
2705,you d better do something or i m gonna walk out that door right now well are you gonna,Katie,anger,negative,270,9,5,15,"00:15:36,769","00:15:43,483",271,"Du solltest besser etwas tun, oder ich werde sofort durch diese Tür gehen! Und jetzt? Wirst du das?"
2706,nah,Joey,neutral,neutral,270,10,5,15,"00:15:44,860","00:15:46,319",271,Nein.
2707,how could you pick up a hitchhiker he could be a rape- a rapist or a killer or something,Phoebe,fear,negative,271,0,6,1,"00:14:29,577","00:14:36,499",272,Wie kannst du einen Anhalter mitnehmen?! Er könnte ein Vergewaltiger sein oder ein Mörder oder so was!
